acc,dice,MIoU,epoch,step,val_loss,val_acc,val_dice,val_MIoU,train_loss,train_acc,train_dice,train_MIoU
0.9556760191917419,0.8801013827323914,0.7858759164810181,36,13199,,,,,,,,
,,,36,13245,0.221128448843956,0.9736338257789612,0.8598509430885315,0.7541566491127014,,,,
,,,36,13245,,,,,0.1568719446659088,0.9709689617156982,0.8905646204948425,0.8027187585830688
0.957551896572113,0.8650835752487183,0.7622442841529846,37,13249,,,,,,,,
0.9752832651138306,0.9096225500106812,0.8342272639274597,37,13299,,,,,,,,
0.9623275995254517,0.8758313655853271,0.77909255027771,37,13349,,,,,,,,
0.9715962409973145,0.8995679616928101,0.8174679279327393,37,13399,,,,,,,,
0.9704053997993469,0.8776337504386902,0.781949520111084,37,13449,,,,,,,,
0.9770482778549194,0.8980535864830017,0.8149702548980713,37,13499,,,,,,,,
0.9680524468421936,0.8761062026023865,0.7795275449752808,37,13549,,,,,,,,
0.9755124449729919,0.9107929468154907,0.8361982107162476,37,13599,,,,,,,,
,,,37,13603,0.22207334637641907,0.9728044867515564,0.8561038374900818,0.7484104037284851,,,,
,,,37,13603,,,,,0.1644996702671051,0.9694263339042664,0.8852359056472778,0.7941015958786011
0.9726002216339111,0.8731144666671753,0.7748031616210938,38,13649,,,,,,,,
0.9743403196334839,0.9233841896057129,0.8576728701591492,38,13699,,,,,,,,
0.9697054028511047,0.8788124918937683,0.7838229537010193,38,13749,,,,,,,,
0.9675267934799194,0.901033341884613,0.8198913931846619,38,13799,,,,,,,,
0.9700367450714111,0.8865849375724792,0.79627525806427,38,13849,,,,,,,,
0.9753978252410889,0.8989424109458923,0.8164353966712952,38,13899,,,,,,,,
0.9591612815856934,0.8625348210334778,0.7582955360412598,38,13949,,,,,,,,
,,,38,13961,0.22461159527301788,0.9729722738265991,0.8549317717552185,0.746620774269104,,,,
,,,38,13961,,,,,0.1561800241470337,0.970844566822052,0.8906927108764648,0.8029268980026245
0.9701662659645081,0.8900700211524963,0.8019154071807861,39,13999,,,,,,,,
0.9822748899459839,0.9227226972579956,0.8565321564674377,39,14049,,,,,,,,
0.9718889594078064,0.8640531301498413,0.7606456875801086,39,14099,,,,,,,,
0.9673150777816772,0.8468559980392456,0.7343887686729431,39,14149,,,,,,,,
0.9714517593383789,0.8847416639328003,0.7933065295219421,39,14199,,,,,,,,
0.9792829155921936,0.9133822321891785,0.8405736088752747,39,14249,,,,,,,,
0.9617060422897339,0.8742417097091675,0.776580274105072,39,14299,,,,,,,,
,,,39,14319,0.2197391837835312,0.9733614325523376,0.8578644394874573,0.7511056065559387,,,,
,,,39,14319,,,,,0.15542417764663696,0.9711654782295227,0.8912642002105713,0.8038561940193176
0.95758056640625,0.8585244417190552,0.7521181702613831,40,14349,,,,,,,,
0.9564022421836853,0.8749584555625916,0.7777121663093567,40,14399,,,,,,,,
0.9797699451446533,0.8920755982398987,0.8051773309707642,40,14449,,,,,,,,
0.9595735669136047,0.8835298418998718,0.7913599610328674,40,14499,,,,,,,,
0.959147572517395,0.8777549862861633,0.7821419835090637,40,14549,,,,,,,,
0.968233048915863,0.8756636381149292,0.7788271307945251,40,14599,,,,,,,,
0.9705436825752258,0.9156103730201721,0.8443555235862732,40,14649,,,,,,,,
,,,40,14677,0.22530612349510193,0.9708091020584106,0.850663423538208,0.7401343584060669,,,,
,,,40,14677,,,,,0.1539819836616516,0.9712547063827515,0.8916575312614441,0.8044964671134949
0.9768116474151611,0.9298985600471497,0.868981659412384,41,14699,,,,,,,,
0.9773509502410889,0.9157738089561462,0.8446335792541504,41,14749,,,,,,,,
0.9687724113464355,0.8583119511604309,0.7517920136451721,41,14799,,,,,,,,
0.9288442134857178,0.801993727684021,0.6694403886795044,41,14849,,,,,,,,
0.9642670154571533,0.8894932270050049,0.8009796142578125,41,14899,,,,,,,,
0.9628245830535889,0.9006633758544922,0.8192789554595947,41,14949,,,,,,,,
0.9684062004089355,0.8625540733337402,0.7583253383636475,41,14999,,,,,,,,
,,,41,15035,0.22039934992790222,0.9721531271934509,0.8556227087974548,0.7476754188537598,,,,
,,,41,15035,,,,,0.1520877331495285,0.9714460372924805,0.8927637934684753,0.8062993884086609
0.9756830930709839,0.9173287153244019,0.8472827672958374,42,15049,,,,,,,,
0.9705910086631775,0.8673923015594482,0.7658365368843079,42,15099,,,,,,,,
0.971293568611145,0.8951615691184998,0.8102194666862488,42,15149,,,,,,,,
0.9751761555671692,0.8854477405548096,0.7944425344467163,42,15199,,,,,,,,
0.9714841246604919,0.885254442691803,0.7941313982009888,42,15249,,,,,,,,
0.9751749038696289,0.8948051929473877,0.8096356987953186,42,15299,,,,,,,,
0.9663634300231934,0.9037441611289978,0.8243916630744934,42,15349,,,,,,,,
,,,42,15393,0.21986457705497742,0.9738190174102783,0.8593277335166931,0.7533520460128784,,,,
,,,42,15393,,,,,0.14907199144363403,0.9719733595848083,0.8941801190376282,0.8086129426956177
0.9675455093383789,0.8942070603370667,0.8086568713188171,43,15399,,,,,,,,
0.9694936275482178,0.8886312246322632,0.7995826601982117,43,15449,,,,,,,,
0.9726213812828064,0.8994933366775513,0.8173447847366333,43,15499,,,,,,,,
0.9659660458564758,0.8440459370613098,0.7301725149154663,43,15549,,,,,,,,
0.9636853337287903,0.8936342597007751,0.8077204823493958,43,15599,,,,,,,,
0.971830427646637,0.895641565322876,0.8110061883926392,43,15649,,,,,,,,
0.9801424145698547,0.9166387915611267,0.8461063504219055,43,15699,,,,,,,,
0.9758462905883789,0.878440797328949,0.783231794834137,43,15749,,,,,,,,
,,,43,15751,0.2333228886127472,0.970902144908905,0.8460938334465027,0.7332431674003601,,,,
,,,43,15751,,,,,0.14949201047420502,0.9718843102455139,0.8941726684570312,0.8086006045341492
0.9631011486053467,0.880991518497467,0.7872965335845947,44,15799,,,,,,,,
0.9660731554031372,0.878747820854187,0.7837200164794922,44,15849,,,,,,,,
0.9623151421546936,0.8477495312690735,0.735733687877655,44,15899,,,,,,,,
0.9689829349517822,0.8988261818885803,0.8162437081336975,44,15949,,,,,,,,
0.9697913527488708,0.8894964456558228,0.8009847402572632,44,15999,,,,,,,,
0.9687674641609192,0.907380998134613,0.830464243888855,44,16049,,,,,,,,
0.9691398739814758,0.8789638876914978,0.7840638756752014,44,16099,,,,,,,,
,,,44,16109,0.22285781800746918,0.9725039005279541,0.8550599217414856,0.7468162775039673,,,,
,,,44,16109,,,,,0.15579639375209808,0.9709903001785278,0.8906159400939941,0.8028020858764648
0.9720359444618225,0.8928175568580627,0.8063870668411255,45,16149,,,,,,,,
0.9771766066551208,0.9024214744567871,0.8221930861473083,45,16199,,,,,,,,
0.9773908257484436,0.8927125334739685,0.8062157034873962,45,16249,,,,,,,,
0.9765537977218628,0.9112855195999146,0.8370289206504822,45,16299,,,,,,,,
0.9643766283988953,0.8668097853660583,0.7649287581443787,45,16349,,,,,,,,
0.9842541813850403,0.9093594551086426,0.8337847590446472,45,16399,,,,,,,,
0.9575743675231934,0.8694779276847839,0.7690941095352173,45,16449,,,,,,,,
,,,45,16467,0.2208629548549652,0.9732853770256042,0.8561925292015076,0.7485460042953491,,,,
,,,45,16467,,,,,0.14741463959217072,0.9723392128944397,0.8956844806671143,0.8110766410827637
0.9790911078453064,0.9275466203689575,0.8648829460144043,46,16499,,,,,,,,
0.9760592579841614,0.8975501656532288,0.8141415119171143,46,16549,,,,,,,,
0.97998046875,0.9080033302307129,0.8315074443817139,46,16599,,,,,,,,
0.9670833945274353,0.915165901184082,0.843599796295166,46,16649,,,,,,,,
0.9695472121238708,0.8908639550209045,0.8032053112983704,46,16699,,,,,,,,
0.9666125178337097,0.8971102833747864,0.8134179711341858,46,16749,,,,,,,,
0.9698722958564758,0.8830952644348145,0.7906630635261536,46,16799,,,,,,,,
,,,46,16825,0.222206249833107,0.9730976819992065,0.8568620681762695,0.7495701313018799,,,,
,,,46,16825,,,,,0.14444410800933838,0.9726802110671997,0.8972199559211731,0.8135982751846313
0.9748784303665161,0.8904175162315369,0.8024798035621643,47,16849,,,,,,,,
0.9739143252372742,0.9062511324882507,0.8285732865333557,47,16899,,,,,,,,
0.9780871272087097,0.9227614998817444,0.8565990328788757,47,16949,,,,,,,,
0.9792169332504272,0.9329027533531189,0.874243438243866,47,16999,,,,,,,,
0.9686715006828308,0.9127570986747742,0.8395153284072876,47,17049,,,,,,,,
0.9531112909317017,0.8239508867263794,0.7006092071533203,47,17099,,,,,,,,
0.9684236645698547,0.8694093227386475,0.7689868211746216,47,17149,,,,,,,,
,,,47,17183,0.22500582039356232,0.9719988107681274,0.8539038896560669,0.7450543642044067,,,,
,,,47,17183,,,,,0.14275604486465454,0.973042368888855,0.8982597589492798,0.8153099417686462
0.9727795720100403,0.9076439738273621,0.8309049606323242,48,17199,,,,,,,,
0.9617085456848145,0.8614552617073059,0.7566283941268921,48,17249,,,,,,,,
0.9826211929321289,0.8740202784538269,0.7762309312820435,48,17299,,,,,,,,
0.9746816158294678,0.8971325159072876,0.8134544491767883,48,17349,,,,,,,,
0.9801411628723145,0.9031497836112976,0.823403000831604,48,17399,,,,,,,,
0.9629279971122742,0.8752190470695496,0.7781240344047546,48,17449,,,,,,,,
0.9778292775154114,0.8789570927619934,0.7840529680252075,48,17499,,,,,,,,
,,,48,17541,0.22377341985702515,0.9719724655151367,0.8535504341125488,0.7445163726806641,,,,
,,,48,17541,,,,,0.14341536164283752,0.9729538559913635,0.8980480432510376,0.8149611949920654
0.9736290574073792,0.8976123332977295,0.8142438530921936,49,17549,,,,,,,,
0.9773621559143066,0.9076129794120789,0.8308529853820801,49,17599,,,,,,,,
0.9699918627738953,0.8875560760498047,0.7978433966636658,49,17649,,,,,,,,
0.9810205698013306,0.93575519323349,0.8792669177055359,49,17699,,,,,,,,
0.9774742722511292,0.9168161749839783,0.8464086651802063,49,17749,,,,,,,,
0.9715650677680969,0.8966132402420044,0.8126010894775391,49,17799,,,,,,,,
0.9675280451774597,0.878967821598053,0.7840701341629028,49,17849,,,,,,,,
0.9348592758178711,0.885648787021637,0.794766366481781,49,17899,,,,,,,,
,,,49,17899,0.224331334233284,0.9732546806335449,0.856689453125,0.7493060231208801,,,,
,,,49,17899,,,,,0.13806289434432983,0.9735524654388428,0.9003252983093262,0.8187195658683777
0.9746367931365967,0.902593731880188,0.8224791288375854,50,17949,,,,,,,,
0.9809072017669678,0.9244062304496765,0.8594380617141724,50,17999,,,,,,,,
0.9811301827430725,0.9255390763282776,0.8613985776901245,50,18049,,,,,,,,
0.9750926494598389,0.8959246277809143,0.8114705681800842,50,18099,,,,,,,,
0.961759626865387,0.8650134205818176,0.76213538646698,50,18149,,,,,,,,
0.9765625,0.8710066676139832,0.7714896202087402,50,18199,,,,,,,,
0.9805347919464111,0.9357582330703735,0.8792722225189209,50,18249,,,,,,,,
,,,50,18257,0.23101846873760223,0.9729185104370117,0.8550586104393005,0.7468143105506897,,,,
,,,50,18257,,,,,0.13911956548690796,0.9734681248664856,0.8998333811759949,0.8179064393043518
0.9782241582870483,0.8819677233695984,0.788857102394104,51,18299,,,,,,,,
0.9708501100540161,0.8673776984214783,0.7658137083053589,51,18349,,,,,,,,
0.9789615273475647,0.8986194729804993,0.8159027695655823,51,18399,,,,,,,,
0.9768415093421936,0.898949921131134,0.8164477944374084,51,18449,,,,,,,,
0.9794336557388306,0.9122581481933594,0.8386715650558472,51,18499,,,,,,,,
0.9656994938850403,0.8697564601898193,0.7695301175117493,51,18549,,,,,,,,
0.9784072637557983,0.9431328177452087,0.8923853635787964,51,18599,,,,,,,,
,,,51,18615,0.23266689479351044,0.9738131165504456,0.8562076091766357,0.7485690712928772,,,,
,,,51,18615,,,,,0.13879211246967316,0.973539412021637,0.900272786617279,0.8186327815055847
